"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Period"
2010,"January 2010","Exports","Uruguay",204,170475,"џэт-рту"
2010,"January 2010","Exports","Argentina",205,1576157,"џэт-рту"
2010,"January 2010","Exports","Australia",205,65,"џэт-рту"
2010,"January 2010","Imports","EU-28",205,20,"џэт-рту"
2010,"January 2010","Imports","Germany",205,20,"џэт-рту"
2010,"January 2010","Exports","Uruguay",205,192400,"џэт-рту"
2010,"January 2010","Exports","Argentina",206,4197516,"џэт-рту"
2010,"January 2010","Exports","Australia",206,946,"џэт-рту"
2010,"January 2010","Exports","Austria",206,583600,"џэт-рту"
2010,"January 2010","Exports","Belgium",206,637998,"џэт-рту"
2010,"January 2010","Exports","Brazil",206,471711,"џэт-рту"
2010,"January 2010","Imports","EU-28",206,30,"џэт-рту"
2010,"January 2010","Exports","EU-28",206,6829510,"џэт-рту"
2010,"January 2010","Exports","Bulgaria",206,100,"џэт-рту"
2010,"January 2010","Exports","Canada",206,573870,"џэт-рту"
2010,"January 2010","Exports","Chile",206,24,"џэт-рту"
2010,"January 2010","Exports","Denmark",206,488200,"џэт-рту"
2010,"January 2010","Exports","Finland",206,179400,"џэт-рту"
2010,"January 2010","Exports","France",206,997500,"џэт-рту"
2010,"January 2010","Imports","Germany",206,30,"џэт-рту"
2010,"January 2010","Exports","Germany",206,2766038,"џэт-рту"
2010,"January 2010","Exports","Ireland",206,25090,"џэт-рту"
2010,"January 2010","Exports","Italy",206,144700,"џэт-рту"
2010,"January 2010","Exports","Lithuania",206,46625,"џэт-рту"
2010,"January 2010","Exports","New Zealand",206,376416,"џэт-рту"
2010,"January 2010","Exports","Paraguay",206,453691,"џэт-рту"
2010,"January 2010","Exports","Poland",206,60400,"џэт-рту"
2010,"January 2010","Exports","Spain",206,682800,"џэт-рту"
2010,"January 2010","Exports","Sweden",206,60900,"џэт-рту"
2010,"January 2010","Exports","Ukraine",206,3,"џэт-рту"
2010,"January 2010","Exports","Uruguay",206,573427,"џэт-рту"
2010,"February 2010","Exports","Argentina",201,1311,"џэт-рту"
2010,"February 2010","Exports","Australia",201,124,"џэт-рту"
2010,"February 2010","Exports","EU-28",201,815927,"џэт-рту"
2010,"February 2010","Exports","Denmark",201,4600,"џэт-рту"
2010,"February 2010","Exports","Germany",201,385810,"џэт-рту"
2010,"February 2010","Exports","Italy",201,400,"џэт-рту"
2010,"February 2010","Exports","Lithuania",201,314464,"џэт-рту"
2010,"February 2010","Exports","United Arab Emirates",201,136,"џэт-рту"
2010,"February 2010","Re-exports","United Arab Emirates",201,136,"џэт-рту"
2010,"February 2010","Exports","Ukraine",201,240,"џэт-рту"
2010,"February 2010","Exports","Uruguay",201,669,"џэт-рту"
2010,"February 2010","Exports","Argentina",202,4288111,"џэт-рту"
2010,"February 2010","Exports","Australia",202,913,"џэт-рту"
2010,"February 2010","Exports","Brazil",202,24052822,"џэт-рту"
2010,"February 2010","Exports","EU-28",202,970793,"џэт-рту"
2010,"February 2010","Exports","Canada",202,40939,"џэт-рту"
2010,"February 2010","Exports","Denmark",202,205600,"џэт-рту"
2010,"February 2010","Exports","Germany",202,126024,"џэт-рту"
2010,"February 2010","Exports","Ireland",202,24106,"џэт-рту"
2010,"February 2010","Exports","Italy",202,490600,"џэт-рту"
2010,"February 2010","Imports","Kazakhstan",202,540,"џэт-рту"
2010,"February 2010","Exports","Mexico",202,160,"џэт-рту"
2010,"February 2010","Exports","Rep. of Moldova",202,20400,"џэт-рту"
2010,"February 2010","Exports","Norway",202,139,"џэт-рту"
2010,"February 2010","Exports","Paraguay",202,5978770,"џэт-рту"
2010,"February 2010","Exports","Poland",202,100000,"џэт-рту"
2010,"February 2010","Exports","Spain",202,24500,"џэт-рту"
2010,"February 2010","Exports","Ukraine",202,1064025,"џэт-рту"
2010,"February 2010","Exports","Uruguay",202,4711127,"џэт-рту"
2010,"February 2010","Exports","Austria",203,117400,"џэт-рту"
2010,"February 2010","Exports","Belgium",203,687651,"џэт-рту"
2010,"February 2010","Exports","Brazil",203,11341999,"џэт-рту"
2010,"February 2010","Exports","EU-28",203,20920010,"џэт-рту"
2010,"February 2010","Exports","Canada",203,6537401,"џэт-рту"
2010,"February 2010","Exports","Denmark",203,7767100,"џэт-рту"
2010,"February 2010","Exports","Estonia",203,141040,"џэт-рту"
2010,"February 2010","Exports","Finland",203,734200,"џэт-рту"
2010,"February 2010","Exports","France",203,2723700,"џэт-рту"
2010,"February 2010","Exports","Germany",203,5794198,"џэт-рту"
2010,"February 2010","Exports","Hungary",203,11400,"џэт-рту"
2010,"February 2010","Exports","Lithuania",203,38710,"џэт-рту"
2010,"February 2010","Exports","Norway",203,376,"џэт-рту"
2010,"February 2010","Exports","Poland",203,194100,"џэт-рту"
2010,"February 2010","Exports","Spain",203,1882400,"џэт-рту"
2010,"February 2010","Exports","Ukraine",203,414,"џэт-рту"
2010,"February 2010","Exports","Australia",204,436,"џэт-рту"
2010,"February 2010","Exports","EU-28",204,42,"џэт-рту"
2010,"February 2010","Exports","New Zealand",204,202209,"џэт-рту"
2010,"February 2010","Exports","Norway",204,15,"џэт-рту"
2010,"February 2010","Exports","United Arab Emirates",204,242,"џэт-рту"
2010,"February 2010","Re-exports","United Arab Emirates",204,242,"џэт-рту"
2010,"February 2010","Exports","Uruguay",204,144560,"џэт-рту"
2010,"February 2010","Exports","Argentina",205,1191990,"џэт-рту"
2010,"February 2010","Exports","Australia",205,120,"џэт-рту"
2010,"February 2010","Exports","Mexico",205,160472,"џэт-рту"
2010,"February 2010","Exports","New Zealand",205,17952,"џэт-рту"
2010,"February 2010","Exports","Uruguay",205,290615,"џэт-рту"
2010,"February 2010","Exports","Argentina",206,2998764,"џэт-рту"
2010,"February 2010","Exports","Australia",206,1083,"џэт-рту"
2010,"February 2010","Exports","Austria",206,460000,"џэт-рту"
2010,"February 2010","Exports","Belgium",206,776525,"џэт-рту"
2010,"February 2010","Exports","Brazil",206,589294,"џэт-рту"
2010,"February 2010","Exports","EU-28",206,10750897,"џэт-рту"
2010,"February 2010","Exports","Canada",206,997875,"џэт-рту"
2010,"February 2010","Exports","Chile",206,144,"џэт-рту"
2010,"February 2010","Exports","Denmark",206,1050300,"џэт-рту"
2010,"February 2010","Exports","Finland",206,181400,"џэт-рту"
2010,"February 2010","Exports","France",206,1367300,"џэт-рту"
2010,"February 2010","Exports","Germany",206,4345596,"џэт-рту"
2010,"February 2010","Exports","Hungary",206,26500,"џэт-рту"
2010,"February 2010","Exports","Italy",206,466600,"џэт-рту"
2010,"February 2010","Exports","Lithuania",206,159428,"џэт-рту"
2010,"February 2010","Exports","New Zealand",206,297519,"џэт-рту"
2010,"February 2010","Exports","Paraguay",206,544443,"џэт-рту"
2010,"February 2010","Exports","Poland",206,99100,"џэт-рту"
2010,"February 2010","Exports","Spain",206,1167800,"џэт-рту"
2010,"February 2010","Exports","Sweden",206,154000,"џэт-рту"
2010,"February 2010","Exports","Ukraine",206,10,"џэт-рту"
2010,"February 2010","Exports","Uruguay",206,571729,"џэт-рту"
2010,"March 2010","Exports","Argentina",201,1919,"џэт-рту"
2010,"March 2010","Exports","Australia",201,210,"џэт-рту"
2010,"March 2010","Exports","EU-28",201,868358,"џэт-рту"
2010,"March 2010","Exports","Canada",201,981,"џэт-рту"
2010,"March 2010","Exports","France",201,200,"џэт-рту"
2010,"March 2010","Exports","Germany",201,449886,"џэт-рту"
2010,"March 2010","Exports","Italy",201,200,"џэт-рту"
2010,"March 2010","Exports","Lithuania",201,342494,"џэт-рту"
2010,"March 2010","Exports","Paraguay",201,27999,"џэт-рту"
2010,"March 2010","Exports","Poland",201,19500,"џэт-рту"
2010,"March 2010","Exports","Ukraine",201,13,"џэт-рту"
2010,"March 2010","Exports","United States of America",201,232801,"џэт-рту"
2010,"March 2010","Exports","Uruguay",201,1069,"џэт-рту"
2010,"March 2010","Exports","Argentina",202,2787784,"џэт-рту"
2010,"March 2010","Exports","Australia",202,851,"џэт-рту"
2010,"March 2010","Exports","Belgium",202,244273,"џэт-рту"
2010,"March 2010","Exports","Brazil",202,21490667,"џэт-рту"
2010,"March 2010","Exports","EU-28",202,1587083,"џэт-рту"
2010,"March 2010","Exports","Canada",202,303322,"џэт-рту"
2010,"March 2010","Exports","Denmark",202,73600,"џэт-рту"
2010,"March 2010","Exports","Germany",202,292202,"џэт-рту"
2010,"March 2010","Exports","Ireland",202,50559,"џэт-рту"
2010,"March 2010","Exports","Italy",202,695100,"џэт-рту"
2010,"March 2010","Exports","Norway",202,170,"џэт-рту"
2010,"March 2010","Exports","Paraguay",202,5714440,"џэт-рту"
2010,"March 2010","Exports","Poland",202,118300,"џэт-рту"
2010,"March 2010","Exports","Spain",202,113000,"џэт-рту"
2010,"March 2010","Exports","Ukraine",202,2109000,"џэт-рту"
2010,"March 2010","Exports","United States of America",202,3062955,"џэт-рту"
2010,"March 2010","Exports","Uruguay",202,6390749,"џэт-рту"
2010,"March 2010","Exports","Austria",203,114300,"џэт-рту"
2010,"March 2010","Exports","Belgium",203,926385,"џэт-рту"
2010,"March 2010","Exports","Brazil",203,21073613,"џэт-рту"
2010,"March 2010","Exports","EU-28",203,29775485,"џэт-рту"
2010,"March 2010","Exports","Canada",203,9235169,"џэт-рту"
2010,"March 2010","Exports","Czech Rep.",203,101600,"џэт-рту"
2010,"March 2010","Exports","Denmark",203,6075100,"џэт-рту"
2010,"March 2010","Exports","Estonia",203,59902,"џэт-рту"
2010,"March 2010","Exports","Finland",203,840500,"џэт-рту"
2010,"March 2010","Exports","France",203,3164400,"џэт-рту"
2010,"March 2010","Exports","Germany",203,12203446,"џэт-рту"
2010,"March 2010","Exports","Hungary",203,12300,"џэт-рту"
2010,"March 2010","Exports","Ireland",203,325376,"џэт-рту"
2010,"March 2010","Exports","Italy",203,25600,"џэт-рту"
2010,"March 2010","Exports","Lithuania",203,28658,"џэт-рту"
2010,"March 2010","Exports","Norway",203,486,"џэт-рту"
2010,"March 2010","Exports","Poland",203,338100,"џэт-рту"
2010,"March 2010","Exports","Portugal",203,24924,"џэт-рту"
2010,"March 2010","Exports","Spain",203,4639200,"џэт-рту"
2010,"March 2010","Exports","Sweden",203,231900,"џэт-рту"
2010,"March 2010","Exports","Ukraine",203,40,"џэт-рту"
2010,"March 2010","Exports","Australia",204,334,"џэт-рту"
2010,"March 2010","Exports","New Zealand",204,160719,"џэт-рту"
2010,"March 2010","Exports","Norway",204,34,"џэт-рту"
2010,"March 2010","Exports","United Arab Emirates",204,207,"џэт-рту"
2010,"March 2010","Re-exports","United Arab Emirates",204,207,"џэт-рту"
2010,"March 2010","Exports","Uruguay",204,192298,"џэт-рту"
2010,"March 2010","Exports","Argentina",205,1270327,"џэт-рту"
2010,"March 2010","Exports","Australia",205,131,"џэт-рту"
2010,"March 2010","Exports","Mexico",205,191292,"џэт-рту"
2010,"March 2010","Exports","New Zealand",205,17952,"џэт-рту"
2010,"March 2010","Exports","Paraguay",205,14410,"џэт-рту"
2010,"March 2010","Exports","Uruguay",205,209565,"џэт-рту"
2010,"March 2010","Exports","Argentina",206,1707886,"џэт-рту"
2010,"March 2010","Exports","Australia",206,1030,"џэт-рту"
2010,"March 2010","Exports","Austria",206,679700,"џэт-рту"
2010,"March 2010","Exports","Belgium",206,1150045,"џэт-рту"
2010,"March 2010","Exports","Brazil",206,595784,"џэт-рту"
2010,"March 2010","Exports","EU-28",206,14613594,"џэт-рту"
2010,"March 2010","Exports","Bulgaria",206,100,"џэт-рту"
2010,"March 2010","Exports","Canada",206,2040415,"џэт-рту"
2010,"March 2010","Exports","Chile",206,96,"џэт-рту"
2010,"March 2010","Exports","Denmark",206,1274300,"џэт-рту"
2010,"March 2010","Exports","Finland",206,240300,"џэт-рту"
2010,"March 2010","Exports","France",206,1412600,"џэт-рту"
2010,"March 2010","Exports","Germany",206,6230091,"џэт-рту"
2010,"March 2010","Exports","Hungary",206,116900,"џэт-рту"
2010,"March 2010","Exports","Ireland",206,24000,"џэт-рту"
2010,"March 2010","Exports","Italy",206,723700,"џэт-рту"
2010,"March 2010","Exports","Lithuania",206,10175,"џэт-рту"
2010,"March 2010","Exports","New Zealand",206,294379,"џэт-рту"
2010,"March 2010","Exports","Paraguay",206,823479,"џэт-рту"
2010,"March 2010","Exports","Poland",206,273100,"џэт-рту"
2010,"March 2010","Exports","Spain",206,1613700,"џэт-рту"
2010,"March 2010","Exports","Sweden",206,87500,"џэт-рту"
2010,"March 2010","Exports","United States of America",206,3282324,"џэт-рту"
2010,"March 2010","Exports","Uruguay",206,558092,"џэт-рту"
2010,"April 2010","Exports","Brazil",201,20091,"џэт-рту"
2010,"April 2010","Exports","EU-28",201,1340440,"џэт-рту"
2010,"April 2010","Exports","Canada",201,734,"џэт-рту"
2010,"April 2010","Exports","Germany",201,670390,"џэт-рту"
2010,"April 2010","Exports","Italy",201,500,"џэт-рту"
2010,"April 2010","Exports","Lithuania",201,619588,"џэт-рту"
2010,"April 2010","Exports","Poland",201,43200,"џэт-рту"
2010,"April 2010","Exports","United Arab Emirates",201,1130,"џэт-рту"
2010,"April 2010","Re-exports","United Arab Emirates",201,1130,"џэт-рту"
2010,"April 2010","Exports","Ukraine",201,45050,"џэт-рту"
2010,"April 2010","Exports","Uruguay",201,29150,"џэт-рту"
2010,"April 2010","Exports","Argentina",202,690508,"џэт-рту"
2010,"April 2010","Exports","Austria",202,42500,"џэт-рту"
2010,"April 2010","Exports","Belgium",202,246059,"џэт-рту"
2010,"April 2010","Exports","Brazil",202,25822483,"џэт-рту"
2010,"April 2010","Exports","EU-28",202,2312649,"џэт-рту"
2010,"April 2010","Exports","Denmark",202,364800,"џэт-рту"
2010,"April 2010","Exports","France",202,83700,"џэт-рту"
2010,"April 2010","Exports","Germany",202,418582,"џэт-рту"
2010,"April 2010","Exports","Italy",202,551700,"џэт-рту"
2010,"April 2010","Imports","Kazakhstan",202,1080,"џэт-рту"
2010,"April 2010","Exports","Lithuania",202,65242,"џэт-рту"
2010,"April 2010","Exports","Mexico",202,50001,"џэт-рту"
2010,"April 2010","Exports","Rep. of Moldova",202,8890,"џэт-рту"
2010,"April 2010","Exports","New Zealand",202,143917,"џэт-рту"
2010,"April 2010","Exports","Norway",202,88,"џэт-рту"
2010,"April 2010","Exports","Paraguay",202,6516960,"џэт-рту"
2010,"April 2010","Exports","Poland",202,316000,"џэт-рту"
2010,"April 2010","Exports","Spain",202,223500,"џэт-рту"
2010,"April 2010","Exports","Ukraine",202,2394005,"џэт-рту"
2010,"April 2010","Exports","Uruguay",202,11486083,"џэт-рту"
2010,"April 2010","Exports","Austria",203,99700,"џэт-рту"
2010,"April 2010","Exports","Belgium",203,1938317,"џэт-рту"
2010,"April 2010","Exports","Brazil",203,27359592,"џэт-рту"
2010,"April 2010","Exports","EU-28",203,44647474,"џэт-рту"
2010,"April 2010","Exports","Canada",203,8783818,"џэт-рту"
2010,"April 2010","Exports","Chile",203,72,"џэт-рту"
2010,"April 2010","Exports","Czech Rep.",203,40700,"џэт-рту"
2010,"April 2010","Exports","Denmark",203,10178400,"џэт-рту"
2010,"April 2010","Exports","Estonia",203,137100,"џэт-рту"
2010,"April 2010","Exports","Finland",203,544900,"џэт-рту"
2010,"April 2010","Exports","France",203,4247800,"џэт-рту"
2010,"April 2010","Exports","Germany",203,17890668,"џэт-рту"
2010,"April 2010","Exports","Hungary",203,35000,"џэт-рту"
2010,"April 2010","Exports","Ireland",203,772894,"џэт-рту"
2010,"April 2010","Exports","Italy",203,20900,"џэт-рту"
2010,"April 2010","Exports","Lithuania",203,55565,"џэт-рту"
2010,"April 2010","Exports","Norway",203,204,"џэт-рту"
2010,"April 2010","Exports","Poland",203,629500,"џэт-рту"
2010,"April 2010","Exports","Portugal",203,73557,"џэт-рту"
2010,"April 2010","Exports","Spain",203,6557400,"џэт-рту"
2010,"April 2010","Exports","Sweden",203,106300,"џэт-рту"
2010,"April 2010","Exports","Ukraine",203,112,"џэт-рту"
2010,"April 2010","Exports","Rep. of Moldova",204,12100,"џэт-рту"
2010,"April 2010","Exports","New Zealand",204,223944,"џэт-рту"
2010,"April 2010","Exports","Norway",204,32,"џэт-рту"
2010,"April 2010","Exports","United Arab Emirates",204,160,"џэт-рту"
2010,"April 2010","Re-exports","United Arab Emirates",204,160,"џэт-рту"
2010,"April 2010","Exports","Uruguay",204,43158,"џэт-рту"
2010,"April 2010","Exports","Argentina",205,1188886,"џэт-рту"
2010,"April 2010","Exports","Mexico",205,96329,"џэт-рту"
2010,"April 2010","Exports","New Zealand",205,18360,"џэт-рту"
2010,"April 2010","Exports","Uruguay",205,329001,"џэт-рту"
2010,"April 2010","Exports","Argentina",206,2519589,"џэт-рту"
2010,"April 2010","Exports","Austria",206,554000,"џэт-рту"
2010,"April 2010","Exports","Belgium",206,993284,"џэт-рту"
2010,"April 2010","Exports","Brazil",206,412805,"џэт-рту"
2010,"April 2010","Exports","EU-28",206,12348188,"џэт-рту"
2010,"April 2010","Exports","Canada",206,1071929,"џэт-рту"
2010,"April 2010","Exports","Chile",206,72,"џэт-рту"
2010,"April 2010","Exports","Denmark",206,954800,"џэт-рту"
2010,"April 2010","Exports","Finland",206,95100,"џэт-рту"
2010,"April 2010","Exports","France",206,1905200,"џэт-рту"
2010,"April 2010","Exports","Germany",206,5096057,"џэт-рту"
2010,"April 2010","Exports","Hungary",206,22500,"џэт-рту"
2010,"April 2010","Exports","Italy",206,292800,"џэт-рту"
2010,"April 2010","Exports","Lithuania",206,58338,"џэт-рту"
2010,"April 2010","Exports","Mexico",206,24998,"џэт-рту"
2010,"April 2010","Exports","New Zealand",206,281136,"џэт-рту"
2010,"April 2010","Exports","Paraguay",206,636591,"џэт-рту"
2010,"April 2010","Exports","Poland",206,317500,"џэт-рту"
2010,"April 2010","Exports","Portugal",206,24480,"џэт-рту"
2010,"April 2010","Exports","Spain",206,1320300,"џэт-рту"
2010,"April 2010","Exports","Sweden",206,70300,"џэт-рту"
2010,"April 2010","Exports","Ukraine",206,7,"џэт-рту"
2010,"April 2010","Exports","Uruguay",206,655919,"џэт-рту"
2010,"May 2010","Exports","EU-28",201,1191356,"џэт-рту"
2010,"May 2010","Exports","Canada",201,1526,"џэт-рту"
2010,"May 2010","Exports","France",201,200,"џэт-рту"
2010,"May 2010","Exports","Germany",201,503294,"џэт-рту"
2010,"May 2010","Exports","Hungary",201,4500,"џэт-рту"
2010,"May 2010","Exports","Ireland",201,25786,"џэт-рту"
2010,"May 2010","Exports","Italy",201,200,"џэт-рту"
2010,"May 2010","Exports","Lithuania",201,609786,"џэт-рту"
2010,"May 2010","Exports","New Zealand",201,2623,"џэт-рту"
2010,"May 2010","Exports","Poland",201,46400,"џэт-рту"
2010,"May 2010","Exports","Ukraine",201,60096,"џэт-рту"
2010,"May 2010","Exports","Uruguay",201,16141,"џэт-рту"
2010,"May 2010","Exports","Argentina",202,909058,"џэт-рту"
2010,"May 2010","Exports","Austria",202,20400,"џэт-рту"
2010,"May 2010","Exports","Belgium",202,149489,"џэт-рту"
2010,"May 2010","Exports","Brazil",202,25532703,"џэт-рту"
2010,"May 2010","Exports","EU-28",202,2801534,"џэт-рту"
2010,"May 2010","Exports","Canada",202,47468,"џэт-рту"
2010,"May 2010","Exports","Denmark",202,386900,"џэт-рту"
2010,"May 2010","Exports","France",202,65800,"џэт-рту"
2010,"May 2010","Exports","Germany",202,566899,"џэт-рту"
2010,"May 2010","Exports","Ireland",202,200587,"џэт-рту"
2010,"May 2010","Exports","Italy",202,771400,"џэт-рту"
2010,"May 2010","Imports","Kazakhstan",202,48,"џэт-рту"
2010,"May 2010","Exports","Lithuania",202,75060,"џэт-рту"
2010,"May 2010","Exports","Mexico",202,50025,"џэт-рту"
2010,"May 2010","Exports","Rep. of Moldova",202,159471,"џэт-рту"
2010,"May 2010","Exports","New Zealand",202,238652,"џэт-рту"
2010,"May 2010","Exports","Norway",202,70,"џэт-рту"
2010,"May 2010","Exports","Paraguay",202,7828170,"џэт-рту"
2010,"May 2010","Exports","Poland",202,276000,"џэт-рту"
2010,"May 2010","Exports","Spain",202,289000,"џэт-рту"
2010,"May 2010","Exports","Ukraine",202,1216000,"џэт-рту"
2010,"May 2010","Imports","Egypt",202,96065,"џэт-рту"
2010,"May 2010","Exports","Uruguay",202,8987055,"џэт-рту"
2010,"May 2010","Exports","Austria",203,90600,"џэт-рту"
2010,"May 2010","Exports","Belgium",203,1391435,"џэт-рту"
2010,"May 2010","Exports","Brazil",203,20010537,"џэт-рту"
2010,"May 2010","Imports","EU-28",203,18960,"џэт-рту"
2010,"May 2010","Exports","EU-28",203,30356908,"џэт-рту"
2010,"May 2010","Exports","Canada",203,8947340,"џэт-рту"
2010,"May 2010","Exports","Chile",203,48,"џэт-рту"
2010,"May 2010","Exports","Czech Rep.",203,40800,"џэт-рту"
2010,"May 2010","Exports","Denmark",203,6067200,"џэт-рту"
2010,"May 2010","Imports","Estonia",203,18900,"џэт-рту"
2010,"May 2010","Exports","Estonia",203,228800,"џэт-рту"
2010,"May 2010","Exports","Finland",203,657900,"џэт-рту"
2010,"May 2010","Exports","France",203,2660900,"џэт-рту"
2010,"May 2010","Exports","Germany",203,12732750,"џэт-рту"
2010,"May 2010","Exports","Hungary",203,4700,"џэт-рту"
2010,"May 2010","Exports","Ireland",203,938988,"џэт-рту"
2010,"May 2010","Exports","Italy",203,12000,"џэт-рту"
2010,"May 2010","Imports","Kazakhstan",203,3589,"џэт-рту"
2010,"May 2010","Exports","Lithuania",203,120201,"џэт-рту"
2010,"May 2010","Exports","Norway",203,184,"џэт-рту"
2010,"May 2010","Exports","Poland",203,878300,"џэт-рту"
2010,"May 2010","Exports","Portugal",203,160382,"џэт-рту"
2010,"May 2010","Exports","Spain",203,3551300,"џэт-рту"
2010,"May 2010","Exports","Sweden",203,71100,"џэт-рту"
2010,"May 2010","Exports","Ukraine",203,93,"џэт-рту"
2010,"May 2010","Exports","Germany",204,18,"џэт-рту"
2010,"May 2010","Exports","Rep. of Moldova",204,82570,"џэт-рту"
2010,"May 2010","Exports","New Zealand",204,122293,"џэт-рту"
2010,"May 2010","Exports","Norway",204,30,"џэт-рту"
2010,"May 2010","Exports","Uruguay",204,62478,"џэт-рту"
2010,"May 2010","Exports","Argentina",205,986241,"џэт-рту"
2010,"May 2010","Exports","Mexico",205,48000,"џэт-рту"
2010,"May 2010","Exports","Uruguay",205,175914,"џэт-рту"
2010,"May 2010","Exports","Argentina",206,2026349,"џэт-рту"
2010,"May 2010","Exports","Austria",206,660500,"џэт-рту"
2010,"May 2010","Exports","Belgium",206,648668,"џэт-рту"
2010,"May 2010","Exports","Brazil",206,529096,"џэт-рту"
2010,"May 2010","Imports","EU-28",206,19457,"џэт-рту"
2010,"May 2010","Exports","EU-28",206,12056850,"џэт-рту"
2010,"May 2010","Exports","Canada",206,995938,"џэт-рту"
2010,"May 2010","Exports","Chile",206,72,"џэт-рту"
2010,"May 2010","Exports","Denmark",206,1227200,"џэт-рту"
2010,"May 2010","Exports","Finland",206,143700,"џэт-рту"
2010,"May 2010","Exports","France",206,1485200,"џэт-рту"
2010,"May 2010","Exports","Germany",206,4391260,"џэт-рту"
2010,"May 2010","Exports","Hungary",206,20300,"џэт-рту"
2010,"May 2010","Exports","Ireland",206,82229,"џэт-рту"
2010,"May 2010","Exports","Italy",206,701600,"џэт-рту"
2010,"May 2010","Imports","Lithuania",206,19457,"џэт-рту"
2010,"May 2010","Exports","Lithuania",206,215016,"џэт-рту"
2010,"May 2010","Exports","Mexico",206,25065,"џэт-рту"
2010,"May 2010","Exports","New Zealand",206,145971,"џэт-рту"
2010,"May 2010","Exports","Paraguay",206,938693,"џэт-рту"
2010,"May 2010","Exports","Poland",206,302900,"џэт-рту"
2010,"May 2010","Exports","Spain",206,1158600,"џэт-рту"
2010,"May 2010","Exports","Sweden",206,51500,"џэт-рту"
2010,"May 2010","Exports","Ukraine",206,33,"џэт-рту"
2010,"May 2010","Exports","Uruguay",206,439158,"џэт-рту"
2010,"June 2010","Exports","EU-28",201,1637657,"џэт-рту"
2010,"June 2010","Exports","Denmark",201,24700,"џэт-рту"
2010,"June 2010","Exports","Germany",201,633680,"џэт-рту"
2010,"June 2010","Exports","Italy",201,300,"џэт-рту"
2010,"June 2010","Exports","Lithuania",201,783433,"џэт-рту"
2010,"June 2010","Exports","Rep. of Moldova",201,45401,"џэт-рту"
2010,"June 2010","Exports","New Zealand",201,3112,"џэт-рту"
2010,"June 2010","Exports","Poland",201,194400,"џэт-рту"
2010,"June 2010","Exports","United Arab Emirates",201,100,"џэт-рту"
2010,"June 2010","Re-exports","United Arab Emirates",201,100,"џэт-рту"
2010,"June 2010","Exports","Ukraine",201,30046,"џэт-рту"
